timestamp,elapsed_seconds,datetime,system_time,chronotick_time,chronotick_offset_ms,chronotick_uncertainty_ms,chronotick_confidence,chronotick_source,ntp_offset_ms,ntp_delay_ms,ntp_server,chronotick_error_vs_ntp_ms,system_error_vs_ntp_ms
1760606572.7212403,12060.800795078278,2025-10-16T04:22:52.721240,1760606572.7212403,1760606572.7776332,56.39289319515228,1.0,0.95,cpu,,,,,
1760606582.723389,12070.802943706512,2025-10-16T04:23:02.723389,1760606582.723389,1760606582.7824852,59.0963140130043,1.0,0.95,cpu,,,,,
1760606592.72553,12080.805084705353,2025-10-16T04:23:12.725530,1760606592.72553,1760606592.7911367,65.60681760311127,1.0,0.95,cpu,,,,,
1760606602.7284908,12090.808045625687,2025-10-16T04:23:22.728491,1760606602.7284908,1760606602.8056784,77.18752324581146,1.0,0.95,cpu,,,,,
1760606612.7307317,12100.810286521912,2025-10-16T04:23:32.730732,1760606612.7307317,1760606612.818998,88.26641738414764,1.0,0.95,cpu,,,,,
1760606622.7329488,12110.812503576279,2025-10-16T04:23:42.732949,1760606622.7329488,1760606622.8286138,95.66500037908554,1.0,0.95,cpu,0.11134147644042969,36.96870803833008,pool.ntp.org,95.55,-0.11
1760606632.7854815,12120.86503624916,2025-10-16T04:23:52.785481,1760606632.7854815,1760606632.8884897,103.00837457180023,1.0,0.95,cpu,,,,,
1760606642.7881482,12130.867702960968,2025-10-16T04:24:02.788148,1760606642.7881482,1760606642.900636,112.48775571584702,1.0,0.95,cpu,,,,,
1760606652.790834,12140.870388746262,2025-10-16T04:24:12.790834,1760606652.790834,1760606652.9147265,123.8926574587822,1.0,0.95,cpu,,,,,
1760606662.7929878,12150.872542619705,2025-10-16T04:24:22.792988,1760606662.7929878,1760606662.9274755,134.4875544309616,1.0,0.95,cpu,,,,,
1760606672.7956142,12160.875169038773,2025-10-16T04:24:32.795614,1760606672.7956142,1760606672.9384043,142.79013872146606,1.0,0.95,cpu,,,,,
1760606682.7978563,12170.87741112709,2025-10-16T04:24:42.797856,1760606682.7978563,1760606682.946695,148.8388180732727,1.0,0.95,cpu,,,,,
1760606692.8002827,12180.87983751297,2025-10-16T04:24:52.800283,1760606692.8002827,1760606692.9518704,151.58772468566895,1.0,0.95,cpu,,,,,
1760606702.8022552,12190.881809949875,2025-10-16T04:25:02.802255,1760606702.8022552,1760606702.9589524,156.69725835323334,1.0,0.95,cpu,,,,,
1760606712.8044028,12200.883957624435,2025-10-16T04:25:12.804403,1760606712.8044028,1760606712.965786,161.38315200805664,1.0,0.95,cpu,,,,,
1760606722.8081784,12210.887733221054,2025-10-16T04:25:22.808178,1760606722.8081784,1760606722.9760456,167.8672432899475,1.0,0.95,cpu,1.2733936309814453,74.34415817260742,pool.ntp.org,166.59,-1.27
1760606732.897634,12220.977188825607,2025-10-16T04:25:32.897634,1760606732.897634,1760606733.0706232,172.98902571201324,1.0,0.95,cpu,,,,,
1760606742.9001763,12230.979731082916,2025-10-16T04:25:42.900176,1760606742.9001763,1760606743.0734065,173.2301563024521,1.0,0.95,cpu,,,,,
1760606752.9024177,12240.981972455978,2025-10-16T04:25:52.902418,1760606752.9024177,1760606753.0760047,173.58703911304474,1.0,0.95,cpu,,,,,
1760606762.9046803,12250.984235048294,2025-10-16T04:26:02.904680,1760606762.9046803,1760606763.077066,172.38572239875793,1.0,0.95,cpu,,,,,
1760606772.907336,12260.986890792847,2025-10-16T04:26:12.907336,1760606772.907336,1760606773.0818868,174.55074191093445,1.0,0.95,cpu,,,,,
1760606782.909646,12270.98920083046,2025-10-16T04:26:22.909646,1760606782.909646,1760606783.088818,179.17193472385406,1.0,0.95,cpu,,,,,
1760606792.9122086,12280.991763353348,2025-10-16T04:26:32.912209,1760606792.9122086,1760606793.1004229,188.21439146995544,1.0,0.95,cpu,,,,,
1760606802.9143765,12290.993931293488,2025-10-16T04:26:42.914376,1760606802.9143765,1760606803.111754,197.37747311592102,1.0,0.95,cpu,,,,,
1760606812.917135,12300.996689796448,2025-10-16T04:26:52.917135,1760606812.917135,1760606812.7973218,-119.81317400932312,1.0,0.95,cpu,,,,,
1760606822.9192152,12310.99876999855,2025-10-16T04:27:02.919215,1760606822.9192152,1760606822.7538106,-165.40446877479553,1.0,0.95,cpu,0.9284019470214844,58.661460876464844,pool.ntp.org,-166.33,-0.93
1760606832.9935894,12321.073144197464,2025-10-16T04:27:12.993589,1760606832.9935894,1760606832.799831,-193.75836849212646,1.0,0.95,cpu,,,,,
1760606842.9967086,12331.076263427734,2025-10-16T04:27:22.996709,1760606842.9967086,1760606842.7822165,-214.49214220046997,1.0,0.95,cpu,,,,,
1760606852.9990041,12341.078558921814,2025-10-16T04:27:32.999004,1760606852.9990041,1760606852.762369,-236.63513362407684,1.0,0.95,cpu,,,,,
1760606863.0014317,12351.080986499786,2025-10-16T04:27:43.001432,1760606863.0014317,1760606862.7450142,-256.41748309135437,1.0,0.95,cpu,,,,,
1760606873.0038948,12361.083449602127,2025-10-16T04:27:53.003895,1760606873.0038948,1760606872.7319498,-271.94491028785706,1.0,0.95,cpu,,,,,
1760606883.0060825,12371.085637331009,2025-10-16T04:28:03.006083,1760606883.0060825,1760606882.7218516,-284.2310070991516,1.0,0.95,cpu,,,,,
1760606893.0089002,12381.088454961777,2025-10-16T04:28:13.008900,1760606893.0089002,1760606892.7108197,-298.08056354522705,1.0,0.95,cpu,,,,,
1760606903.011158,12391.09071278572,2025-10-16T04:28:23.011158,1760606903.011158,1760606902.6943586,-316.7993724346161,1.0,0.95,cpu,,,,,
1760606913.0134656,12401.093020439148,2025-10-16T04:28:33.013466,1760606913.0134656,1760606912.6743207,-339.14506435394287,1.0,0.95,cpu,,,,,
1760606923.0158257,12411.095380544662,2025-10-16T04:28:43.015826,1760606923.0158257,1760606922.926295,-89.53074365854263,1.0,0.95,cpu,1.184701919555664,54.80146408081055,pool.ntp.org,-90.72,-1.18
1760606933.0864587,12421.166013479233,2025-10-16T04:28:53.086459,1760606933.0864587,1760606932.9656625,-120.7963079214096,1.0,0.95,cpu,,,,,
1760606943.0890646,12431.168619394302,2025-10-16T04:29:03.089065,1760606943.0890646,1760606942.940469,-148.59554171562195,1.0,0.95,cpu,,,,,
1760606953.0920827,12441.171637535095,2025-10-16T04:29:13.092083,1760606953.0920827,1760606952.9138858,-178.19680273532867,1.0,0.95,cpu,,,,,
1760606963.0946012,12451.174155950546,2025-10-16T04:29:23.094601,1760606963.0946012,1760606962.8855274,-209.0737223625183,1.0,0.95,cpu,,,,,
1760606973.0966852,12461.176239967346,2025-10-16T04:29:33.096685,1760606973.0966852,1760606972.8594007,-237.28439211845398,1.0,0.95,cpu,,,,,
1760606983.0978968,12471.177451610565,2025-10-16T04:29:43.097897,1760606983.0978968,1760606982.8395772,-258.3196461200714,1.0,0.95,cpu,,,,,
1760606993.1000648,12481.179619550705,2025-10-16T04:29:53.100065,1760606993.1000648,1760606992.8236716,-276.3931155204773,1.0,0.95,cpu,,,,,
1760607003.1022537,12491.18180847168,2025-10-16T04:30:03.102254,1760607003.1022537,1760607002.8150136,-287.24002838134766,1.0,0.95,cpu,,,,,
1760607013.1044357,12501.183990478516,2025-10-16T04:30:13.104436,1760607013.1044357,1760607012.8096583,-294.7774827480316,1.0,0.95,cpu,,,,,
1760607023.1067286,12511.18628334999,2025-10-16T04:30:23.106729,1760607023.1067286,1760607022.8057876,-300.9409010410309,1.0,0.95,cpu,-0.7872581481933594,58.014869689941406,pool.ntp.org,-300.15,0.79
1760607033.1679711,12521.247525930405,2025-10-16T04:30:33.167971,1760607033.1679711,1760607032.860633,-307.33832716941833,1.0,0.95,cpu,,,,,
1760607043.1704078,12531.249962568283,2025-10-16T04:30:43.170408,1760607043.1704078,1760607042.8469431,-323.46469163894653,1.0,0.95,cpu,,,,,
1760607053.1729164,12541.252471208572,2025-10-16T04:30:53.172916,1760607053.1729164,1760607052.8278482,-345.0681269168854,1.0,0.95,cpu,,,,,
1760607063.1752923,12551.254847049713,2025-10-16T04:31:03.175292,1760607063.1752923,1760607063.0790231,-96.26907110214233,1.0,0.95,cpu,,,,,
1760607073.1774154,12561.25697016716,2025-10-16T04:31:13.177415,1760607073.1774154,1760607073.0499349,-127.4803876876831,1.0,0.95,cpu,,,,,
1760607083.180031,12571.259585857391,2025-10-16T04:31:23.180031,1760607083.180031,1760607083.0179148,-162.1161699295044,1.0,0.95,cpu,,,,,
1760607093.1819956,12581.261550426483,2025-10-16T04:31:33.181996,1760607093.1819956,1760607092.985805,-196.19053602218628,1.0,0.95,cpu,,,,,
1760607103.1841335,12591.263688325882,2025-10-16T04:31:43.184134,1760607103.1841335,1760607102.9518497,-232.28386044502258,1.0,0.95,cpu,,,,,
1760607113.1862693,12601.265824079514,2025-10-16T04:31:53.186269,1760607113.1862693,1760607112.9182673,-268.001914024353,1.0,0.95,cpu,,,,,
1760607123.1885946,12611.268149375916,2025-10-16T04:32:03.188595,1760607123.1885946,1760607122.8978865,-290.708065032959,1.0,0.95,cpu,-0.09441375732421875,64.52560424804688,pool.ntp.org,-290.61,0.09
