event_id,sequence_number_coord,send_time_ns,send_time_iso,ntp_offset_ms_coord,ntp_timestamp_ns_coord,ct_offset_ms_coord,ct_timestamp_ns_coord,pattern_delay_ms,workers_sent,workers_failed,node_id,sequence_number_worker,receive_time_ns,coordinator_send_time_ns,ntp_offset_ms_worker,ntp_uncertainty_ms,ntp_timestamp_ns_worker,ct_offset_ms_worker,ct_drift_rate,ct_uncertainty_ms,ct_confidence,ct_source,ct_prediction_time,ct_timestamp_ns_worker,ct_lower_bound_ns,ct_upper_bound_ns,ct_latency_ns,ct_latency_ms,sys_latency_ns,sys_latency_ms,ct_violation,sys_violation
1618,1617,1761412648390656700,2025-10-25 17:17:28,-23.185253143310547,1761412648367471447,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1617,1761412648391818446,1761412648390646671,-23.416996002197266,5.0,1761412648368401450,1.925075346643783,6.839866184298185e-07,0.006162554200273,0.99997056,cpu,1761412648.0,1761412648393743521,1761412648393725034,1761412648393762008,3096850,3.09685,1171775,1.171775,False,False
1619,1618,1761412648992255374,2025-10-25 17:17:28,-23.185253143310547,1761412648969070121,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1618,1761412648993404265,1761412648992244915,-23.416996002197266,5.0,1761412648969987269,1.9254868231622189,6.839866184298185e-07,0.006162554200273,0.99997056,cpu,1761412648.0,1761412648995329751,1761412648995311264,1761412648995348238,3084836,3.084836,1159350,1.15935,False,False
1620,1619,1761412649593836472,2025-10-25 17:17:29,-23.185253143310547,1761412649570651219,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1619,1761412649594982610,1761412649593825836,-23.416996002197266,5.0,1761412649571565614,1.764544995118869,6.839866184298185e-07,0.0019115753951991,0.99999416,fusion,1761412649.5985868,1761412649596747154,1761412649596741420,1761412649596752888,2921318,2.921318,1156774,1.156774,False,False
1621,1620,1761412650195680953,2025-10-25 17:17:30,-23.185253143310547,1761412650172495700,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1620,1761412650196990185,1761412650195669555,-23.416996002197266,5.0,1761412650173573189,1.9239230222992456,6.839866184298185e-07,0.0028192971512908,0.9999718,fusion,1761412650.199983,1761412650198914108,1761412650198905651,1761412650198922565,3244553,3.244553,1320630,1.32063,False,False
1622,1621,1761412650797302970,2025-10-25 17:17:30,-23.185253143310547,1761412650774117717,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1621,1761412650798560360,1761412650797292585,-23.416996002197266,5.0,1761412650775143364,1.9243344880547235,6.839866184298185e-07,0.0028192971512908,0.9999718,fusion,1761412650.8014953,1761412650800484694,1761412650800476237,1761412650800493151,3192109,3.192109,1267775,1.267775,False,False
1623,1622,1761412651398884063,2025-10-25 17:17:31,-23.185253143310547,1761412651375698810,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1622,1761412651400195601,1761412651398874244,-23.416996002197266,5.0,1761412651376778605,1.8607009695538144,6.839866184298185e-07,0.0039251858658335,0.99997747,fusion,1761412651.4033854,1761412651402056301,1761412651402044526,1761412651402068076,3182057,3.182057,1321357,1.321357,False,False
1624,1623,1761412652000478223,2025-10-25 17:17:32,-23.185253143310547,1761412651977292970,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1623,1761412652001687397,1761412652000468566,-23.416996002197266,5.0,1761412651978270401,1.8277148632145304,6.839866184298185e-07,0.0042941036015003,0.9999831,fusion,1761412652.089852,1761412652003515111,1761412652003502229,1761412652003527993,3046545,3.046545,1218831,1.218831,False,False
1625,1624,1761412652602048629,2025-10-25 17:17:32,-23.185253143310547,1761412652578863376,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1624,1761412652603194584,1761412652602038801,-23.416996002197266,5.0,1761412652579777588,1.8281262862443275,6.839866184298185e-07,0.0042941036015003,0.9999831,fusion,1761412652.6068966,1761412652605022710,1761412652605009828,1761412652605035592,2983909,2.983909,1155783,1.155783,False,False
1626,1625,1761412653203637607,2025-10-25 17:17:33,-23.185253143310547,1761412653180452354,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1625,1761412653204786026,1761412653203627177,-23.416996002197266,5.0,1761412653181369030,1.8019409091595229,6.839866184298185e-07,0.004846264452106,0.9999888,fusion,1761412653.2083955,1761412653206587966,1761412653206573428,1761412653206602504,2960789,2.960789,1158849,1.158849,False,False
1627,1626,1761412653805224843,2025-10-25 17:17:33,-23.185253143310547,1761412653782039590,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1626,1761412653806359720,1761412653805215033,-23.416996002197266,5.0,1761412653782942724,1.8023523776872772,6.839866184298185e-07,0.004846264452106,0.9999888,fusion,1761412653.8099723,1761412653808162072,1761412653808147534,1761412653808176610,2947039,2.947039,1144687,1.144687,False,False
1628,1627,1761412654406792631,2025-10-25 17:17:34,-23.185253143310547,1761412654383607378,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1627,1761412654407943347,1761412654406782879,-23.416996002197266,5.0,1761412654384526351,1.7784555827885884,6.839866184298185e-07,0.0036357501304427,0.9999944,fusion,1761412654.411547,1761412654409721802,1761412654409710895,1761412654409732709,2938923,2.938923,1160468,1.160468,False,False
1629,1628,1761412655008380763,2025-10-25 17:17:35,-23.185253143310547,1761412654985195510,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1628,1761412655009519734,1761412655008371157,-23.416996002197266,5.0,1761412654986102738,1.9237588938177224,6.839866184298185e-07,0.0027074747777078,0.99997294,fusion,1761412655.0131843,1761412655011443492,1761412655011435370,1761412655011451614,3072335,3.072335,1148577,1.148577,False,False
1630,1629,1761412655609948480,2025-10-25 17:17:35,-23.185253143310547,1761412655586763227,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1629,1761412655611267494,1761412655609938874,-23.416996002197266,5.0,1761412655587850498,1.924170481390313,6.839866184298185e-07,0.0027074747777078,0.99997294,fusion,1761412655.614403,1761412655613191664,1761412655613183542,1761412655613199786,3252790,3.25279,1328620,1.32862,False,False
1631,1630,1761412656211753106,2025-10-25 17:17:36,-23.185253143310547,1761412656188567853,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1630,1761412656213080217,1761412656211741915,-23.416996002197266,5.0,1761412656189663221,1.8979250214289287,6.839866184298185e-07,0.0043570347406005,0.99997836,fusion,1761412656.2163682,1761412656214978142,1761412656214965071,1761412656214991213,3236227,3.236227,1338302,1.338302,False,False
1632,1631,1761412656813389146,2025-10-25 17:17:36,-23.29087257385254,1761412656790098274,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1631,1761412656815190984,1761412656813378364,-23.52476119995117,5.0,1761412656791666223,1.8983368570387735,6.839866184298185e-07,0.0043570347406005,0.99997836,fusion,1761412656.880435,1761412656817089320,1761412656817076249,1761412656817102391,3710956,3.710956,1812620,1.81262,False,False
1633,1632,1761412657446636425,2025-10-25 17:17:37,-23.29087257385254,1761412657423345553,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1632,1761412657447867564,1761412657446623923,-23.52476119995117,5.0,1761412657424342803,1.8746031721030976,6.839866184298185e-07,0.0053975417100974,0.9999838,fusion,1761412657.4515798,1761412657449742167,1761412657449725975,1761412657449758359,3118244,3.118244,1243641,1.243641,False,False
1634,1633,1761412658048318853,2025-10-25 17:17:38,-23.29087257385254,1761412658025027981,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1633,1761412658049474555,1761412658048307701,-23.52476119995117,5.0,1761412658025949794,1.8218071237713072,6.839866184298185e-07,0.0057106892907507,0.9999892,fusion,1761412658.0531597,1761412658051296362,1761412658051279230,1761412658051313494,2988661,2.988661,1166854,1.166854,False,False
1635,1634,1761412658649911260,2025-10-25 17:17:38,-23.29087257385254,1761412658626620388,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1634,1761412658651053854,1761412658649900841,-23.52476119995117,5.0,1761412658627529093,1.8222185960497892,6.839866184298185e-07,0.0057106892907507,0.9999892,fusion,1761412658.654682,1761412658652876072,1761412658652858940,1761412658652893204,2975231,2.975231,1153013,1.153013,False,False
1636,1635,1761412659251494425,2025-10-25 17:17:39,-23.29087257385254,1761412659228203553,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1635,1761412659252638583,1761412659251483986,-23.52476119995117,5.0,1761412659229113822,1.813664318414289,6.839866184298185e-07,0.0060370599097102,0.99999464,fusion,1761412659.2562995,1761412659254452247,1761412659254434136,1761412659254470358,2968261,2.968261,1154597,1.154597,False,False
1637,1636,1761412659853078786,2025-10-25 17:17:39,-23.29087257385254,1761412659829787914,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1636,1761412659854220351,1761412659853068677,-23.52476119995117,5.0,1761412659830695590,1.8140757923235236,6.839866184298185e-07,0.0060370599097102,0.99999464,fusion,1761412659.857826,1761412659856034426,1761412659856016315,1761412659856052537,2965749,2.965749,1151674,1.151674,False,False
1638,1637,1761412660454655565,2025-10-25 17:17:40,-23.29087257385254,1761412660431364693,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1637,1761412660456024815,1761412660454646126,-23.52476119995117,5.0,1761412660432500054,1.2769922994036955,7.128334666613926e-06,0.0215173258766299,0.9997848,fusion,1761412660.4591415,1761412660457301807,1761412660457237256,1761412660457366358,2655681,2.655681,1378689,1.378689,False,False
1639,1638,1761412661056243685,2025-10-25 17:17:41,-23.29087257385254,1761412661032952813,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1638,1761412661057530943,1761412661056234076,-23.52476119995117,5.0,1761412661034006182,1.6730857727196204,1.912335748136281e-06,0.0180333386604228,0.99982786,fusion,1761412661.0606904,1761412661059204028,1761412661059149928,1761412661059258128,2969952,2.969952,1296867,1.296867,False,False
1640,1639,1761412661657804597,2025-10-25 17:17:41,-23.29087257385254,1761412661634513725,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1639,1761412661659045638,1761412661657794600,-23.52476119995117,5.0,1761412661635520877,1.6742360710058346,1.912335748136281e-06,0.0180333386604228,0.99982786,fusion,1761412661.663111,1761412661660719874,1761412661660665774,1761412661660773974,2925274,2.925274,1251038,1.251038,False,False
1641,1640,1761412662259633404,2025-10-25 17:17:42,-23.29087257385254,1761412662236342532,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1640,1761412662260799844,1761412662259622078,-23.52476119995117,5.0,1761412662237275083,1.742102937867064,1.0189694186364008e-06,0.0127097734682136,0.9998709,fusion,1761412662.264468,1761412662262541946,1761412662262503817,1761412662262580075,2919868,2.919868,1177766,1.177766,False,False
1642,1641,1761412662861251478,2025-10-25 17:17:42,-23.29087257385254,1761412662837960606,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1641,1761412662862401020,1761412662861240988,-23.52476119995117,5.0,1761412662838876259,1.7427159512573849,1.0189694186364008e-06,0.0127097734682136,0.9998709,fusion,1761412662.866073,1761412662864143735,1761412662864105606,1761412662864181864,2902747,2.902747,1160032,1.160032,False,False
1643,1642,1761412663462835199,2025-10-25 17:17:43,-23.29087257385254,1761412663439544327,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1642,1761412663463992958,1761412663462825228,-23.52476119995117,5.0,1761412663440468197,1.7601445246790806,7.706326291999565e-07,0.0099565933332735,0.99991393,fusion,1761412663.4676125,1761412663465753102,1761412663465723233,1761412663465782971,2927874,2.927874,1167730,1.16773,False,False
1644,1643,1761412664064429079,2025-10-25 17:17:44,-23.29087257385254,1761412664041138207,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1643,1761412664065570965,1761412664064419453,-23.52476119995117,5.0,1761412664042046204,1.7640154518505615,7.316097130893328e-07,0.009422572759496,0.99995697,fusion,1761412664.0692484,1761412664067334980,1761412664067306713,1761412664067363247,2915527,2.915527,1151512,1.151512,False,False
1645,1644,1761412664666003328,2025-10-25 17:17:44,-23.29087257385254,1761412664642712456,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1644,1761412664667141106,1761412664665993763,-23.52476119995117,5.0,1761412664643616345,1.7644555664003314,7.316097130893328e-07,0.009422572759496,0.99995697,fusion,1761412664.6709876,1761412664668905561,1761412664668877294,1761412664668933828,2911798,2.911798,1147343,1.147343,False,False
1646,1645,1761412665267589344,2025-10-25 17:17:45,-23.29087257385254,1761412665244298472,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1645,1761412665268870433,1761412665267578975,-23.52476119995117,5.0,1761412665245345672,1.4899567006670742,7.128334666613926e-06,0.0130230091599514,0.99986976,fusion,1761412665.2721186,1761412665270360389,1761412665270321320,1761412665270399458,2781414,2.781414,1291458,1.291458,False,False
1647,1646,1761412665869175308,2025-10-25 17:17:45,-23.29087257385254,1761412665845884436,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1646,1761412665870426884,1761412665869165565,-23.52476119995117,5.0,1761412665846902123,1.4942447970017736,7.128334666613926e-06,0.0130230091599514,0.99986976,fusion,1761412665.874704,1761412665871921128,1761412665871882059,1761412665871960197,2755563,2.755563,1261319,1.261319,False,False
1648,1647,1761412666470747817,2025-10-25 17:17:46,-23.29087257385254,1761412666447456945,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1647,1761412666472069602,1761412666470738181,-23.52476119995117,5.0,1761412666448544841,1.6582025678413344,3.288750533254474e-06,0.0181502248429558,0.9998958,fusion,1761412666.4751189,1761412666473727804,1761412666473673354,1761412666473782254,2989623,2.989623,1331421,1.331421,False,False
1649,1648,1761412667072334109,2025-10-25 17:17:47,-23.285627365112305,1761412667049048482,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1648,1761412667073618331,1761412667072324500,-23.45871925354004,5.0,1761412667050159612,1.7304518088770773,1.605233771858495e-06,0.0131517988432371,0.9999219,fusion,1761412667.1690276,1761412667075348782,1761412667075309327,1761412667075388237,3024282,3.024282,1293831,1.293831,False,False
1650,1649,1761412667735394856,2025-10-25 17:17:47,-23.285627365112305,1761412667712109229,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1649,1761412667736602391,1761412667735382383,-23.45871925354004,5.0,1761412667713143672,1.7315160530144833,1.605233771858495e-06,0.0131517988432371,0.9999219,fusion,1761412667.7402644,1761412667738333907,1761412667738294452,1761412667738373362,2951524,2.951524,1220008,1.220008,False,False
1651,1650,1761412668337264476,2025-10-25 17:17:48,-23.285627365112305,1761412668313978849,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1650,1761412668338500772,1761412668337252690,-23.45871925354004,5.0,1761412668315042053,1.7377318527391554,1.4940233613692851e-06,0.0137077094682691,0.9999479,fusion,1761412668.342127,1761412668340238503,1761412668340197380,1761412668340279626,2985813,2.985813,1248082,1.248082,False,False
1652,1651,1761412668938948909,2025-10-25 17:17:48,-23.285627365112305,1761412668915663282,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1651,1761412668940104253,1761412668938937744,-23.45871925354004,5.0,1761412668916645534,1.7386306620781795,1.4940233613692851e-06,0.0137077094682691,0.9999479,fusion,1761412668.9437358,1761412668941842883,1761412668941801760,1761412668941884006,2905139,2.905139,1166509,1.166509,False,False
1653,1652,1761412669540543510,2025-10-25 17:17:49,-23.285627365112305,1761412669517257883,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1652,1761412669541700386,1761412669540533018,-23.45871925354004,5.0,1761412669518241667,1.7610252483495767,9.560989659852984e-07,0.0126676651996298,0.99997395,fusion,1761412669.5453537,1761412669543461411,1761412669543423409,1761412669543499413,2928393,2.928393,1167368,1.167368,False,False
1654,1653,1761412670142140409,2025-10-25 17:17:50,-23.285627365112305,1761412670118854782,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1653,1761412670143304456,1761412670142130512,-23.45871925354004,5.0,1761412670119845737,1.7082150830044178,7.128334666613926e-06,0.0328869646182283,0.9996711,fusion,1761412670.1470754,1761412670145012671,1761412670144914011,1761412670145111331,2882159,2.882159,1173944,1.173944,False,False
1655,1654,1761412670743743319,2025-10-25 17:17:50,-23.285627365112305,1761412670720457692,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1654,1761412670745042889,1761412670743733059,-23.45871925354004,5.0,1761412670721584170,1.712504477778068,7.128334666613926e-06,0.0328869646182283,0.9996711,fusion,1761412670.748141,1761412670746755393,1761412670746656733,1761412670746854053,3022334,3.022334,1309830,1.30983,False,False
1656,1655,1761412671345325364,2025-10-25 17:17:51,-23.285627365112305,1761412671322039737,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1655,1761412671346603771,1761412671345315314,-23.45871925354004,5.0,1761412671323145052,1.7518911377924526,2.784401850476951e-06,0.0228104592173591,0.9997369,fusion,1761412671.3496516,1761412671348355662,1761412671348287231,1761412671348424093,3040348,3.040348,1288457,1.288457,False,False
1657,1656,1761412671946912774,2025-10-25 17:17:51,-23.285627365112305,1761412671923627147,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1656,1761412671956402134,1761412671946902727,-23.45871925354004,5.0,1761412671932943415,1.7535890610093974,2.784401850476951e-06,0.0228104592173591,0.9997369,fusion,1761412671.969274,1761412671958155723,1761412671958087292,1761412671958224154,11252996,11.252996,9499407,9.499407,False,False
1658,1657,1761412672548484644,2025-10-25 17:17:52,-23.285627365112305,1761412672525199017,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1657,1761412672549778827,1761412672548474535,-23.45871925354004,5.0,1761412672526320108,1.7649165484383662,1.5930836603181497e-06,0.0182073248393681,0.9998027,fusion,1761412672.552868,1761412672551543743,1761412672551489122,1761412672551598364,3069208,3.069208,1304292,1.304292,False,False
1659,1658,1761412673150054543,2025-10-25 17:17:53,-23.285627365112305,1761412673126768916,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1658,1761412673151332966,1761412673150043553,-23.45871925354004,5.0,1761412673127874247,1.7288749144711677,7.128334666613926e-06,0.0351408307324163,0.9996711,cpu,1761412673.0,1761412673153061840,1761412673152956418,1761412673153167262,3018287,3.018287,1289413,1.289413,False,False
1660,1659,1761412673751669774,2025-10-25 17:17:53,-23.285627365112305,1761412673728384147,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1659,1761412673752907193,1761412673751658932,-23.45871925354004,5.0,1761412673729448474,1.7331631382704236,7.128334666613926e-06,0.0351408307324163,0.9996711,cpu,1761412673.0,1761412673754640356,1761412673754534934,1761412673754745778,2981424,2.981424,1248261,1.248261,False,False
1661,1660,1761412674353468071,2025-10-25 17:17:54,-23.285627365112305,1761412674330182444,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1660,1761412674354640663,1761412674353456765,-23.45871925354004,5.0,1761412674331181944,1.715609264308932,7.128334666613926e-06,0.038993948692223,0.9996711,cpu,1761412674.0,1761412674356356272,1761412674356239291,1761412674356473253,2899507,2.899507,1183898,1.183898,False,False
1662,1661,1761412674955082976,2025-10-25 17:17:54,-23.285627365112305,1761412674931797349,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1661,1761412674956227379,1761412674955072217,-23.45871925354004,5.0,1761412674932768660,1.7198975747840866,7.128334666613926e-06,0.038993948692223,0.9996711,cpu,1761412674.0,1761412674957947276,1761412674957830295,1761412674958064257,2875059,2.875059,1155162,1.155162,False,False
1663,1662,1761412675556665098,2025-10-25 17:17:55,-23.285627365112305,1761412675533379471,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1662,1761412675557930107,1761412675556655144,-23.45871925354004,5.0,1761412675534471388,3.148239283334641,7.128334666613926e-06,0.0136831658892333,0.6999042,cpu,1761412675.0,1761412675561078346,1761412675561037297,1761412675561119395,4423202,4.423202,1274963,1.274963,False,False
1664,1663,1761412676158244974,2025-10-25 17:17:56,-23.285627365112305,1761412676134959347,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1663,1761412676159558189,1761412676158235065,-23.45871925354004,5.0,1761412676136099470,3.148239283334641,7.128334666613926e-06,0.0249428921961225,0.6999042,cpu,1761412676.0,1761412676162706428,1761412676162631600,1761412676162781256,4471363,4.471363,1323124,1.323124,False,False
1665,1664,1761412676759842877,2025-10-25 17:17:56,-23.285627365112305,1761412676736557250,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1664,1761412676761077716,1761412676759832773,-23.45871925354004,5.0,1761412676737618997,3.148239283334641,7.128334666613926e-06,0.0249428921961225,0.6999042,cpu,1761412676.0,1761412676764225955,1761412676764151127,1761412676764300783,4393182,4.393182,1244943,1.244943,False,False
1666,1665,1761412677361410350,2025-10-25 17:17:57,-23.23603630065918,1761412677338174314,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1665,1761412677362562906,1761412677361399288,-4.982948303222656,5.0,1761412677357579958,3.148239283334641,7.128334666613926e-06,0.0313427335640881,0.6999042,cpu,1761412677.0,1761412677365711145,1761412677365617117,1761412677365805173,4311857,4.311857,1163618,1.163618,False,False
1667,1666,1761412678024480167,2025-10-25 17:17:58,-23.23603630065918,1761412678001244131,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1666,1761412678025696637,1761412678024467593,-4.982948303222656,5.0,1761412678020713689,3.148239283334641,7.128334666613926e-06,0.036864003050141,0.6999042,cpu,1761412678.0,1761412678028844876,1761412678028734284,1761412678028955468,4377283,4.377283,1229044,1.229044,False,False
1668,1667,1761412678626130678,2025-10-25 17:17:58,-23.23603630065918,1761412678602894642,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1667,1761412678627312984,1761412678626119408,-4.982948303222656,5.0,1761412678622330036,3.148239283334641,7.128334666613926e-06,0.036864003050141,0.6999042,cpu,1761412678.0,1761412678630461223,1761412678630350631,1761412678630571815,4341815,4.341815,1193576,1.193576,False,False
1669,1668,1761412679227757434,2025-10-25 17:17:59,-23.23603630065918,1761412679204521398,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1668,1761412679228906050,1761412679227746756,-4.982948303222656,5.0,1761412679223923102,1.9567247577640303,7.128334666613926e-06,0.0255606749748204,0.99997264,fusion,1761412679.2325714,1761412679230862774,1761412679230786092,1761412679230939456,3116018,3.116018,1159294,1.159294,False,False
1670,1669,1761412679829343648,2025-10-25 17:17:59,-23.23603630065918,1761412679806107612,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1669,1761412679830484846,1761412679829333313,-4.982948303222656,5.0,1761412679825501898,1.96101301215478,7.128334666613926e-06,0.0255606749748204,0.99997264,fusion,1761412679.8340588,1761412679832445859,1761412679832369177,1761412679832522541,3112546,3.112546,1151533,1.151533,False,False
1671,1670,1761412680431148926,2025-10-25 17:18:00,-23.23603630065918,1761412680407912890,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1670,1761412680432486933,1761412680431137184,-4.982948303222656,5.0,1761412680427503985,3.148239283334641,7.128334666613926e-06,0.0122885467135347,0.699914,fusion,1761412680.4357214,1761412680435635172,1761412680435598307,1761412680435672037,4497988,4.497988,1349749,1.349749,False,False
1672,1671,1761412681032808142,2025-10-25 17:18:01,-23.23603630065918,1761412681009572106,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1671,1761412681034089115,1761412681032796910,-4.982948303222656,5.0,1761412681029106167,2.8916712639224014,7.128334666613927e-06,0.0266394508028792,0.99990165,fusion,1761412681.0371206,1761412681036980786,1761412681036900868,1761412681037060704,4183876,4.183876,1292205,1.292205,False,False
1673,1672,1761412681634409541,2025-10-25 17:18:01,-23.23603630065918,1761412681611173505,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1672,1761412681635676017,1761412681634398735,-4.982948303222656,5.0,1761412681630693069,2.8959595743975566,7.128334666613927e-06,0.0266394508028792,0.99990165,fusion,1761412681.6396768,1761412681638571976,1761412681638492058,1761412681638651894,4173241,4.173241,1277282,1.277282,False,False
1674,1673,1761412682236022152,2025-10-25 17:18:02,-23.23603630065918,1761412682212786116,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1673,1761412682237178143,1761412682236011842,-4.982948303222656,5.0,1761412682232195195,2.5485252544025374,7.128334666613927e-06,0.0288102842034385,0.9999263,fusion,1761412682.2408853,1761412682239726668,1761412682239640238,1761412682239813098,3714826,3.714826,1166301,1.166301,False,False
1675,1674,1761412682837601301,2025-10-25 17:18:02,-23.23603630065918,1761412682814365265,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1674,1761412682838747424,1761412682837591643,-4.982948303222656,5.0,1761412682833764476,2.552813442511717,7.128334666613927e-06,0.0288102842034385,0.9999263,fusion,1761412682.8424113,1761412682841300237,1761412682841213807,1761412682841386667,3708594,3.708594,1155781,1.155781,False,False
1676,1675,1761412683439176068,2025-10-25 17:18:03,-23.23603630065918,1761412683415940032,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1675,1761412683440324347,1761412683439165924,-4.982948303222656,5.0,1761412683435341399,2.258921162976356,7.128334666613927e-06,0.0278219301295168,0.9999509,fusion,1761412683.443988,1761412683442583268,1761412683442499803,1761412683442666733,3417344,3.417344,1158423,1.158423,False,False
1677,1676,1761412684040753245,2025-10-25 17:18:04,-23.23603630065918,1761412684017517209,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1676,1761412684041893728,1761412684040743491,-4.982948303222656,5.0,1761412684036910780,2.1688776853217515,7.128334666613927e-06,0.0326319750164628,0.99997544,fusion,1761412684.045503,1761412684044062605,1761412684043964710,1761412684044160500,3319114,3.319114,1150237,1.150237,False,False
1678,1677,1761412684642324341,2025-10-25 17:18:04,-23.23603630065918,1761412684619088305,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1677,1761412684643491059,1761412684642314949,-4.982948303222656,5.0,1761412684638508111,2.1731660722756403,7.128334666613927e-06,0.0326319750164628,0.99997544,fusion,1761412684.647164,1761412684645664225,1761412684645566330,1761412684645762120,3349276,3.349276,1176110,1.17611,False,False
1679,1678,1761412685243918316,2025-10-25 17:18:05,-23.23603630065918,1761412685220682280,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1678,1761412685245186869,1761412685243907984,-4.982948303222656,5.0,1761412685240203921,3.148239283334641,7.128334666613926e-06,0.0127511157188564,0.69991076,fusion,1761412685.2482214,1761412685248335108,1761412685248296855,1761412685248373361,4427124,4.427124,1278885,1.278885,False,False
1680,1679,1761412685845499774,2025-10-25 17:18:05,-23.23603630065918,1761412685822263738,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1679,1761412685846750386,1761412685845490161,-4.982948303222656,5.0,1761412685841767438,3.148239283334641,7.128334666613926e-06,0.0127511157188564,0.69991076,fusion,1761412685.8509398,1761412685849898625,1761412685849860372,1761412685849936878,4408464,4.408464,1260225,1.260225,False,False
1681,1680,1761412686447292753,2025-10-25 17:18:06,-23.23603630065918,1761412686424056717,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,1680,1761412686448581976,1761412686447281798,-4.982948303222656,5.0,1761412686443599028,2.9838173291055647,7.128334666613926e-06,0.0284708758229665,0.999898,fusion,1761412686.451665,1761412686451565793,1761412686451480381,1761412686451651205,4283995,4.283995,1300178,1.300178,False,False
