event_id,sequence_number_coord,send_time_ns,send_time_iso,ntp_offset_ms_coord,ntp_timestamp_ns_coord,ct_offset_ms_coord,ct_timestamp_ns_coord,pattern_delay_ms,workers_sent,workers_failed,node_id,sequence_number_worker,receive_time_ns,coordinator_send_time_ns,ntp_offset_ms_worker,ntp_uncertainty_ms,ntp_timestamp_ns_worker,ct_offset_ms_worker,ct_drift_rate,ct_uncertainty_ms,ct_confidence,ct_source,ct_prediction_time,ct_timestamp_ns_worker,ct_lower_bound_ns,ct_upper_bound_ns,ct_latency_ns,ct_latency_ms,sys_latency_ns,sys_latency_ms,ct_violation,sys_violation
345,344,1761411879970396766,2025-10-25 17:04:39,-23.270845413208008,1761411879947125921,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,344,1761411879971467213,1761411879970386766,-4.875421524047852,5.0,1761411879966591792,3.899196783701578,2.207236020689969e-06,0.0543716686073713,0.6999742,fusion,1761411879.9750955,1761411879975366409,1761411879975203294,1761411879975529524,4979643,4.979643,1080447,1.080447,False,False
346,345,1761411880572015789,2025-10-25 17:04:40,-23.270845413208008,1761411880548744944,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,345,1761411880573181205,1761411880572005885,-4.875421524047852,5.0,1761411880568305784,3.899196783701578,2.2072360206899693e-06,0.0166452082339674,0.69988346,fusion,1761411880.5769937,1761411880577080401,1761411880577030466,1761411880577130336,5074516,5.074516,1175320,1.17532,False,False
347,346,1761411881173599770,2025-10-25 17:04:41,-23.270845413208008,1761411881150328925,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,346,1761411881174801402,1761411881173589741,-4.875421524047852,5.0,1761411881169925981,3.899196783701578,2.2072360206899693e-06,0.0246174226554237,0.69990677,fusion,1761411881.1777568,1761411881178700598,1761411881178626746,1761411881178774450,5110857,5.110857,1211661,1.211661,False,False
348,347,1761411881775174085,2025-10-25 17:04:41,-23.270845413208008,1761411881751903240,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,347,1761411881776317238,1761411881775164297,-4.875421524047852,5.0,1761411881771441817,3.899196783701578,2.2072360206899693e-06,0.0246174226554237,0.69990677,fusion,1761411881.7803285,1761411881780216434,1761411881780142582,1761411881780290286,5052137,5.052137,1152941,1.152941,False,False
349,348,1761411882376768767,2025-10-25 17:04:42,-23.270845413208008,1761411882353497922,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,348,1761411882377803507,1761411882376759110,-4.875421524047852,5.0,1761411882372928086,3.899196783701578,2.2072360206899693e-06,0.0370566068363631,0.6999301,fusion,1761411882.3815205,1761411882381702703,1761411882381591534,1761411882381813872,4943593,4.943593,1044397,1.044397,False,False
350,349,1761411882978351700,2025-10-25 17:04:42,-23.270845413208008,1761411882955080855,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,349,1761411882979488584,1761411882978342255,-4.875421524047852,5.0,1761411882974613163,3.899196783701578,2.2072360206899693e-06,0.0370566068363631,0.6999301,fusion,1761411882.983731,1761411882983387780,1761411882983276611,1761411882983498949,5045525,5.045525,1146329,1.146329,False,False
351,350,1761411883580172496,2025-10-25 17:04:43,-23.270845413208008,1761411883556901651,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,350,1761411883581309487,1761411883580161511,-4.875421524047852,5.0,1761411883576434066,3.899196783701578,2.2072360206899693e-06,0.0487437648070803,0.69995344,fusion,1761411883.585034,1761411883585208683,1761411883585062452,1761411883585354914,5047172,5.047172,1147976,1.147976,False,False
352,351,1761411884181857951,2025-10-25 17:04:44,-23.270845413208008,1761411884158587106,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,351,1761411884182916951,1761411884181847057,-4.875421524047852,5.0,1761411884178041530,3.899196783701578,2.2072360206899698e-06,0.0580974456290759,0.6999767,fusion,1761411884.186582,1761411884186816147,1761411884186641855,1761411884186990439,4969090,4.96909,1069894,1.069894,False,False
353,352,1761411884783470479,2025-10-25 17:04:44,-23.270845413208008,1761411884760199634,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,352,1761411884784511296,1761411884783460373,-4.875421524047852,5.0,1761411884779635875,3.899196783701578,2.2072360206899698e-06,0.0580974456290759,0.6999767,fusion,1761411884.7881498,1761411884788410492,1761411884788236200,1761411884788584784,4950119,4.950119,1050923,1.050923,False,False
354,353,1761411885385053126,2025-10-25 17:04:45,-23.270845413208008,1761411885361782281,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,353,1761411885386345031,1761411885385042907,-4.875421524047852,5.0,1761411885381469610,3.899196783701578,2.2072360206899693e-06,0.0163005097419954,0.6998859,fusion,1761411885.389508,1761411885390244227,1761411885390195326,1761411885390293128,5201320,5.20132,1302124,1.302124,False,False
355,354,1761411885986643312,2025-10-25 17:04:45,-23.270845413208008,1761411885963372467,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,354,1761411885987817047,1761411885986633465,-4.875421524047852,5.0,1761411885982941626,3.899196783701578,2.2072360206899693e-06,0.0163005097419954,0.6998859,fusion,1761411885.9911125,1761411885991716243,1761411885991667342,1761411885991765144,5082778,5.082778,1183582,1.183582,False,False
356,355,1761411886588247371,2025-10-25 17:04:46,-23.270845413208008,1761411886564976526,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,355,1761411886589379478,1761411886588237675,-4.875421524047852,5.0,1761411886584504057,3.899196783701578,2.2072360206899693e-06,0.0230907442225347,0.6999087,fusion,1761411886.593416,1761411886593278674,1761411886593209402,1761411886593347946,5040999,5.040999,1141803,1.141803,False,False
357,356,1761411887189828443,2025-10-25 17:04:47,-4.719257354736328,1761411887185109186,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,356,1761411887190868870,1761411887189818880,-23.398399353027344,5.0,1761411887167470471,3.899196783701578,2.2072360206899693e-06,0.0345909367063054,0.69993156,fusion,1761411887.26784,1761411887194768066,1761411887194664294,1761411887194871838,4949186,4.949186,1049990,1.04999,False,False
358,357,1761411887834645366,2025-10-25 17:04:47,-4.719257354736328,1761411887829926109,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,357,1761411887835786267,1761411887834633549,-23.398399353027344,5.0,1761411887812387868,3.899196783701578,2.2072360206899693e-06,0.0345909367063054,0.69993156,fusion,1761411887.839429,1761411887839685463,1761411887839581691,1761411887839789235,5051914,5.051914,1152718,1.152718,False,False
359,358,1761411888436339083,2025-10-25 17:04:48,-4.719257354736328,1761411888431619826,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,358,1761411888437390781,1761411888436327984,-23.398399353027344,5.0,1761411888413992382,3.899196783701578,2.2072360206899698e-06,0.0494875832800185,0.69995433,fusion,1761411888.4411016,1761411888441289977,1761411888441141515,1761411888441438439,4961993,4.961993,1062797,1.062797,False,False
360,359,1761411889037940991,2025-10-25 17:04:49,-4.719257354736328,1761411889033221734,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,359,1761411889038997990,1761411889037931152,-23.398399353027344,5.0,1761411889015599591,3.899196783701578,2.2072360206899693e-06,0.0603822209335058,0.69997716,fusion,1761411889.0426524,1761411889042897186,1761411889042716040,1761411889043078332,4966034,4.966034,1066838,1.066838,False,False
361,360,1761411889639798480,2025-10-25 17:04:49,-4.719257354736328,1761411889635079223,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,360,1761411889640876414,1761411889639787383,-23.398399353027344,5.0,1761411889617478015,3.899196783701578,2.2072360206899693e-06,0.0603822209335058,0.69997716,fusion,1761411889.644518,1761411889644775610,1761411889644594464,1761411889644956756,4988227,4.988227,1089031,1.089031,False,False
362,361,1761411890241432936,2025-10-25 17:04:50,-4.719257354736328,1761411890236713679,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,361,1761411890242642536,1761411890241422074,-23.398399353027344,5.0,1761411890219244137,3.899196783701578,2.2072360206899693e-06,0.0151674612425267,0.69989383,fusion,1761411890.245855,1761411890246541732,1761411890246496230,1761411890246587234,5119658,5.119658,1220462,1.220462,False,False
363,362,1761411890843072977,2025-10-25 17:04:50,-4.719257354736328,1761411890838353720,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,362,1761411890844209621,1761411890843062627,-23.398399353027344,5.0,1761411890820811222,3.899196783701578,2.2072360206899693e-06,0.0151674612425267,0.69989383,fusion,1761411890.8483737,1761411890848108817,1761411890848063315,1761411890848154319,5046190,5.04619,1146994,1.146994,False,False
364,363,1761411891444657205,2025-10-25 17:04:51,-4.719257354736328,1761411891439937948,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,363,1761411891446197068,1761411891444647217,-23.398399353027344,5.0,1761411891422798669,3.899196783701578,2.2072360206899693e-06,0.0200408846520347,0.69991505,fusion,1761411891.4516344,1761411891450096264,1761411891450036142,1761411891450156386,5449047,5.449047,1549851,1.549851,False,False
365,364,1761411892046234542,2025-10-25 17:04:52,-4.719257354736328,1761411892041515285,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,364,1761411892047499306,1761411892046224443,-23.398399353027344,5.0,1761411892024100907,3.899196783701578,2.2072360206899693e-06,0.0321470112148984,0.69993633,fusion,1761411892.0522668,1761411892051398502,1761411892051302061,1761411892051494943,5174059,5.174059,1274863,1.274863,False,False
366,365,1761411892647850581,2025-10-25 17:04:52,-4.719257354736328,1761411892643131324,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,365,1761411892649129064,1761411892647840774,-23.398399353027344,5.0,1761411892625730665,3.899196783701578,2.2072360206899693e-06,0.0321470112148984,0.69993633,fusion,1761411892.6522012,1761411892653028260,1761411892652931819,1761411892653124701,5187486,5.187486,1288290,1.28829,False,False
367,366,1761411893249423613,2025-10-25 17:04:53,-4.719257354736328,1761411893244704356,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,366,1761411893250592175,1761411893249413746,-23.398399353027344,5.0,1761411893227193776,3.899196783701578,2.2072360206899693e-06,0.0309151801047846,0.69989383,cpu,1761411893.0,1761411893254491371,1761411893254398626,1761411893254584116,5077625,5.077625,1178429,1.178429,False,False
368,367,1761411893851004976,2025-10-25 17:04:53,-4.719257354736328,1761411893846285719,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,367,1761411893852132972,1761411893850994681,-23.398399353027344,5.0,1761411893828734573,3.899196783701578,2.2072360206899693e-06,0.0309151801047846,0.69989383,cpu,1761411893.0,1761411893856032168,1761411893855939423,1761411893856124913,5037487,5.037487,1138291,1.138291,False,False
369,368,1761411894452591952,2025-10-25 17:04:54,-4.719257354736328,1761411894447872695,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,368,1761411894453630570,1761411894452582476,-23.398399353027344,5.0,1761411894430232171,3.899196783701578,2.2072360206899693e-06,0.0299525709124282,0.69989383,cpu,1761411894.0,1761411894457529766,1761411894457439909,1761411894457619623,4947290,4.94729,1048094,1.048094,False,False
370,369,1761411895054169233,2025-10-25 17:04:55,-4.719257354736328,1761411895049449976,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,369,1761411895055224385,1761411895054159969,-23.398399353027344,5.0,1761411895031825986,3.899196783701578,2.2072360206899693e-06,0.0208146957447752,0.6998543,cpu,1761411895.0,1761411895059123581,1761411895059061137,1761411895059186025,4963612,4.963612,1064416,1.064416,False,False
371,370,1761411895655981510,2025-10-25 17:04:55,-4.719257354736328,1761411895651262253,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,370,1761411895657313351,1761411895655970838,-23.398399353027344,5.0,1761411895633914952,3.899196783701578,2.2072360206899693e-06,0.0208146957447752,0.6998543,cpu,1761411895.0,1761411895661212547,1761411895661150103,1761411895661274991,5241709,5.241709,1342513,1.342513,False,False
372,371,1761411896257594921,2025-10-25 17:04:56,-4.719257354736328,1761411896252875664,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,371,1761411896258787076,1761411896257584842,-23.398399353027344,5.0,1761411896235388677,3.899196783701578,2.2072360206899693e-06,0.0289375748252496,0.6998543,cpu,1761411896.0,1761411896262686272,1761411896262599460,1761411896262773084,5101430,5.10143,1202234,1.202234,False,False
373,372,1761411896859181305,2025-10-25 17:04:56,-4.719257354736328,1761411896854462048,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,372,1761411896860302386,1761411896859171707,-23.398399353027344,5.0,1761411896836903987,3.899196783701578,2.2072360206899693e-06,0.0289375748252496,0.6998543,cpu,1761411896.0,1761411896864201582,1761411896864114770,1761411896864288394,5029875,5.029875,1130679,1.130679,False,False
374,373,1761411897460752777,2025-10-25 17:04:57,-4.723072052001953,1761411897456029705,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,373,1761411897461793256,1761411897460742723,-4.844188690185547,5.0,1761411897456949068,3.899196783701578,2.2072360206899693e-06,0.0343741703545674,0.6998543,cpu,1761411897.0,1761411897465692452,1761411897465589330,1761411897465795574,4949729,4.949729,1050533,1.050533,False,False
375,374,1761411898105741169,2025-10-25 17:04:58,-4.723072052001953,1761411898101018097,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,374,1761411898106848669,1761411898105728693,-4.844188690185547,5.0,1761411898102004481,3.899196783701578,2.2072360206899693e-06,0.0459747752756811,0.6998543,cpu,1761411898.0,1761411898110747865,1761411898110609941,1761411898110885789,5019172,5.019172,1119976,1.119976,False,False
376,375,1761411898707399646,2025-10-25 17:04:58,-4.723072052001953,1761411898702676574,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,375,1761411898708447191,1761411898707389227,-4.844188690185547,5.0,1761411898703603003,3.899196783701578,2.2072360206899693e-06,0.0459747752756811,0.6998543,cpu,1761411898.0,1761411898712346387,1761411898712208463,1761411898712484311,4957160,4.95716,1057964,1.057964,False,False
377,376,1761411899309001871,2025-10-25 17:04:59,-4.723072052001953,1761411899304278799,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,376,1761411899310042559,1761411899308991928,-4.844188690185547,5.0,1761411899305198371,3.8978555684139424,2.2072360206899693e-06,0.0217531616685706,0.9999584,fusion,1761411899.3136923,1761411899313940414,1761411899313875155,1761411899314005673,4948486,4.948486,1050631,1.050631,False,False
378,377,1761411899910572642,2025-10-25 17:04:59,-4.723072052001953,1761411899905849570,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,377,1761411899911639176,1761411899910562765,-4.844188690185547,5.0,1761411899906794988,3.899183434085828,2.2072360206899693e-06,0.0217531616685706,0.9999584,fusion,1761411899.9152927,1761411899915538359,1761411899915473100,1761411899915603618,4975594,4.975594,1076411,1.076411,False,False
379,378,1761411900512178693,2025-10-25 17:05:00,-4.723072052001953,1761411900507455621,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,378,1761411900513371779,1761411900512168955,-4.844188690185547,5.0,1761411900508527591,3.899196783701578,2.2072360206899693e-06,0.0209889549296349,0.69985306,fusion,1761411900.516368,1761411900517270975,1761411900517208009,1761411900517333941,5102020,5.10202,1202824,1.202824,False,False
380,379,1761411901113761137,2025-10-25 17:05:01,-4.723072052001953,1761411901109038065,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,379,1761411901115007511,1761411901113751218,-4.844188690185547,5.0,1761411901110163323,3.899196783701578,2.2072360206899693e-06,0.0267757347531942,0.69988245,fusion,1761411901.1183443,1761411901118906707,1761411901118826380,1761411901118987034,5155489,5.155489,1256293,1.256293,False,False
381,380,1761411901715589173,2025-10-25 17:05:01,-4.723072052001953,1761411901710866101,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,380,1761411901716745802,1761411901715578185,-4.844188690185547,5.0,1761411901711901614,3.899196783701578,2.2072360206899693e-06,0.0267757347531942,0.69988245,fusion,1761411901.7207544,1761411901720644998,1761411901720564671,1761411901720725325,5066813,5.066813,1167617,1.167617,False,False
382,381,1761411902317209399,2025-10-25 17:05:02,-4.723072052001953,1761411902312486327,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,381,1761411902318265182,1761411902317199160,-4.844188690185547,5.0,1761411902313420994,3.899196783701578,2.2072360206899693e-06,0.0334536214413544,0.6999119,fusion,1761411902.3219504,1761411902322164378,1761411902322064018,1761411902322264738,4965218,4.965218,1066022,1.066022,False,False
383,382,1761411902918805520,2025-10-25 17:05:02,-4.723072052001953,1761411902914082448,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,382,1761411902919862517,1761411902918795706,-4.844188690185547,5.0,1761411902915018329,3.899196783701578,2.2072360206899693e-06,0.0334536214413544,0.6999119,fusion,1761411902.923475,1761411902923761713,1761411902923661353,1761411902923862073,4966007,4.966007,1066811,1.066811,False,False
384,383,1761411903520402758,2025-10-25 17:05:03,-4.723072052001953,1761411903515679686,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,383,1761411903521439972,1761411903520393420,-4.844188690185547,5.0,1761411903516595784,3.899196783701578,2.2072360206899693e-06,0.036738123695667,0.6999412,fusion,1761411903.5251312,1761411903525339168,1761411903525228954,1761411903525449382,4945748,4.945748,1046552,1.046552,False,False
385,384,1761411904121972353,2025-10-25 17:05:04,-4.723072052001953,1761411904117249281,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,384,1761411904123007070,1761411904121962521,-4.844188690185547,5.0,1761411904118162882,3.899196783701578,2.2072360206899693e-06,0.0364028643455063,0.6999706,fusion,1761411904.1266406,1761411904126906266,1761411904126797058,1761411904127015474,4943745,4.943745,1044549,1.044549,False,False
386,385,1761411904723572561,2025-10-25 17:05:04,-4.723072052001953,1761411904718849489,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,385,1761411904724609987,1761411904723562738,-4.844188690185547,5.0,1761411904719765799,3.899196783701578,2.2072360206899693e-06,0.0364028643455063,0.6999706,fusion,1761411904.7282753,1761411904728509183,1761411904728399975,1761411904728618391,4946445,4.946445,1047249,1.047249,False,False
387,386,1761411905325142165,2025-10-25 17:05:05,-4.723072052001953,1761411905320419093,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,386,1761411905326330027,1761411905325132181,-4.844188690185547,5.0,1761411905321485839,3.899196783701578,2.2072360206899693e-06,0.0205831383937038,0.6998559,fusion,1761411905.3292797,1761411905330229223,1761411905330167474,1761411905330290972,5097042,5.097042,1197846,1.197846,False,False
388,387,1761411905926720421,2025-10-25 17:05:05,-4.723072052001953,1761411905921997349,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,387,1761411905927936588,1761411905926710719,-4.844188690185547,5.0,1761411905923092400,3.899196783701578,2.2072360206899693e-06,0.0205831383937038,0.6998559,fusion,1761411905.9313066,1761411905931835784,1761411905931774035,1761411905931897533,5125065,5.125065,1225869,1.225869,False,False
389,388,1761411906528319491,2025-10-25 17:05:06,-4.723072052001953,1761411906523596419,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,388,1761411906539657722,1761411906528310038,-4.844188690185547,5.0,1761411906534813534,3.899196783701578,2.2072360206899693e-06,0.0286204122553421,0.6998848,fusion,1761411906.5466487,1761411906543556918,1761411906543471057,1761411906543642779,15246880,15.24688,11347684,11.347684,False,False
390,389,1761411907129895934,2025-10-25 17:05:07,-4.723072052001953,1761411907125172862,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,389,1761411907130929299,1761411907129886762,-4.844188690185547,5.0,1761411907126085111,3.899196783701578,2.2072360206899693e-06,0.0422649139376039,0.69991356,fusion,1761411907.1346967,1761411907134828495,1761411907134701701,1761411907134955289,4941733,4.941733,1042537,1.042537,False,False
391,390,1761411907731707018,2025-10-25 17:05:07,-23.25010299682617,1761411907708456916,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,390,1761411907732774289,1761411907731696481,-23.459911346435547,5.0,1761411907709314378,3.899196783701578,2.2072360206899693e-06,0.0422649139376039,0.69991356,fusion,1761411907.8099203,1761411907736673485,1761411907736546691,1761411907736800279,4977004,4.977004,1077808,1.077808,False,False
392,391,1761411908376652941,2025-10-25 17:05:08,-23.25010299682617,1761411908353402839,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,391,1761411908377760504,1761411908376640482,-23.459911346435547,5.0,1761411908354300593,3.899196783701578,2.2072360206899693e-06,0.0525420537643944,0.6999424,fusion,1761411908.381451,1761411908381659700,1761411908381502074,1761411908381817326,5019218,5.019218,1120022,1.120022,False,False
393,392,1761411908978314884,2025-10-25 17:05:08,-23.25010299682617,1761411908955064782,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,392,1761411908979386973,1761411908978304331,-23.459911346435547,5.0,1761411908955927062,3.899196783701578,2.2072360206899693e-06,0.0525420537643944,0.6999424,fusion,1761411908.9832814,1761411908983286169,1761411908983128543,1761411908983443795,4981838,4.981838,1082642,1.082642,False,False
394,393,1761411909579936994,2025-10-25 17:05:09,-23.25010299682617,1761411909556686892,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,393,1761411909580985196,1761411909579926795,-23.459911346435547,5.0,1761411909557525285,3.899196783701578,2.2072360206899693e-06,0.057214199455945,0.6999712,fusion,1761411909.5846744,1761411909584884392,1761411909584712750,1761411909585056034,4957597,4.957597,1058401,1.058401,False,False
395,394,1761411910181530850,2025-10-25 17:05:10,-23.25010299682617,1761411910158280748,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,394,1761411910182576770,1761411910181520841,-23.459911346435547,5.0,1761411910159116859,3.899196783701578,2.2072360206899693e-06,0.0201134753297083,0.6998592,fusion,1761411910.1862962,1761411910186475966,1761411910186415626,1761411910186536306,4955125,4.955125,1055929,1.055929,False,False
396,395,1761411910783120783,2025-10-25 17:05:10,-23.25010299682617,1761411910759870681,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,395,1761411910784278337,1761411910783111273,-23.459911346435547,5.0,1761411910760818426,3.899196783701578,2.2072360206899693e-06,0.0201134753297083,0.6998592,fusion,1761411910.7874606,1761411910788177533,1761411910788117193,1761411910788237873,5066260,5.06626,1167064,1.167064,False,False
397,396,1761411911384702756,2025-10-25 17:05:11,-23.25010299682617,1761411911361452654,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,396,1761411911386169737,1761411911384693537,-23.459911346435547,5.0,1761411911362709826,3.899196783701578,2.207236020689969e-06,0.0269369006642293,0.6998874,fusion,1761411911.389285,1761411911390068933,1761411911389988123,1761411911390149743,5375396,5.375396,1476200,1.4762,False,False
398,397,1761411911986274532,2025-10-25 17:05:11,-23.25010299682617,1761411911963024430,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,397,1761411911987420772,1761411911986265018,-23.459911346435547,5.0,1761411911963960861,3.899196783701578,2.207236020689969e-06,0.0269369006642293,0.6998874,fusion,1761411911.9914136,1761411911991319968,1761411911991239158,1761411911991400778,5054950,5.05495,1155754,1.155754,False,False
399,398,1761411912587886517,2025-10-25 17:05:12,-23.25010299682617,1761411912564636415,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,398,1761411912588931472,1761411912587876842,-23.459911346435547,5.0,1761411912565471561,3.899196783701578,2.2072360206899693e-06,0.0422502328401439,0.6999155,fusion,1761411912.5926666,1761411912592830668,1761411912592703918,1761411912592957418,4953826,4.953826,1054630,1.05463,False,False
400,399,1761411913189458385,2025-10-25 17:05:13,-23.25010299682617,1761411913166208283,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,399,1761411913190498074,1761411913189448663,-23.459911346435547,5.0,1761411913167038163,3.899196783701578,2.207236020689969e-06,0.0542772327921619,0.6999437,fusion,1761411913.194109,1761411913194397270,1761411913194234439,1761411913194560101,4948607,4.948607,1049411,1.049411,False,False
401,400,1761411913791269307,2025-10-25 17:05:13,-23.25010299682617,1761411913768019205,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,400,1761411913792403326,1761411913791258651,-23.459911346435547,5.0,1761411913768943415,3.899196783701578,2.207236020689969e-06,0.0542772327921619,0.6999437,fusion,1761411913.7961657,1761411913796302522,1761411913796139691,1761411913796465353,5043871,5.043871,1144675,1.144675,False,False
402,401,1761411914392957294,2025-10-25 17:05:14,-23.25010299682617,1761411914369707192,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,401,1761411914394007763,1761411914392946219,-23.459911346435547,5.0,1761411914370547852,3.899196783701578,2.2072360206899698e-06,0.0657264191387064,0.69997185,fusion,1761411914.3976226,1761411914397906959,1761411914397709780,1761411914398104138,4960740,4.96074,1061544,1.061544,False,False
403,402,1761411914994554833,2025-10-25 17:05:14,-23.25010299682617,1761411914971304731,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,402,1761411914995615828,1761411914994545186,-23.459911346435547,5.0,1761411914972155917,3.899196783701578,2.2072360206899698e-06,0.0657264191387064,0.69997185,fusion,1761411914.9992974,1761411914999515024,1761411914999317845,1761411914999712203,4969838,4.969838,1070642,1.070642,False,False
404,403,1761411915596160972,2025-10-25 17:05:15,-23.25010299682617,1761411915572910870,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,403,1761411915597373258,1761411915596151454,-23.459911346435547,5.0,1761411915573913347,3.899196783701578,2.2072360206899693e-06,0.0182017174665816,0.69987255,fusion,1761411915.600484,1761411915601272454,1761411915601217849,1761411915601327059,5121000,5.121,1221804,1.221804,False,False
405,404,1761411916197738458,2025-10-25 17:05:16,-23.25010299682617,1761411916174488356,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,404,1761411916198968033,1761411916197728650,-23.459911346435547,5.0,1761411916175508122,3.899196783701578,2.2072360206899698e-06,0.0243396724361596,0.69989806,fusion,1761411916.2024682,1761411916202867229,1761411916202794210,1761411916202940248,5138579,5.138579,1239383,1.239383,False,False
406,405,1761411916799319900,2025-10-25 17:05:16,-23.25010299682617,1761411916776069798,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,405,1761411916800441431,1761411916799310268,-23.459911346435547,5.0,1761411916776981520,3.899196783701578,2.2072360206899698e-06,0.0243396724361596,0.69989806,fusion,1761411916.8044908,1761411916804340627,1761411916804267608,1761411916804413646,5030359,5.030359,1131163,1.131163,False,False
407,406,1761411917400892597,2025-10-25 17:05:17,-23.25010299682617,1761411917377642495,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,406,1761411917401948871,1761411917400882380,-23.459911346435547,5.0,1761411917378488960,3.899196783701578,2.2072360206899693e-06,0.0378538439196726,0.6999236,fusion,1761411917.4056768,1761411917405848067,1761411917405734506,1761411917405961628,4965687,4.965687,1066491,1.066491,False,False
408,407,1761411918002485300,2025-10-25 17:05:18,-4.803657531738281,1761411917997681643,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,407,1761411918003563323,1761411918002475218,-4.813671112060547,5.0,1761411917998749652,3.899196783701578,2.2072360206899693e-06,0.0577608236664466,0.699949,fusion,1761411918.0450242,1761411918007462519,1761411918007289237,1761411918007635801,4987301,4.987301,1088105,1.088105,False,False
409,408,1761411918629934919,2025-10-25 17:05:18,-4.803657531738281,1761411918625131262,,,600.0,"ares-comp-11:9000,ares-comp-12:9000",,comp12,408,1761411918631048130,1761411918629922999,-4.813671112060547,5.0,1761411918626234459,3.899196783701578,2.2072360206899693e-06,0.0577608236664466,0.699949,fusion,1761411918.6347604,1761411918634947326,1761411918634774044,1761411918635120608,5024327,5.024327,1125131,1.125131,False,False
