ntp_event_timestamp,ntp_offset_ms,ntp_uncertainty_ms,correction_method,error_ms,interval_start,interval_end,interval_duration_s,measurement_timestamp,time_since_interval_start_s,offset_before_correction_ms,offset_after_correction_ms,correction_delta_ms,was_corrected
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487821,28,-4.742885154352338,-4.742885154352338,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487822,29,-4.742885154352338,-4.742885154352338,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487823,30,-4.742885154352338,-4.742885154352338,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487824,31,-4.742885154352338,-4.742885154352338,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487825,32,-4.742885154352338,-4.742885154352338,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487826,33,-4.742885154352338,-4.742885154352338,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487827,34,-4.742885154352338,-4.742885154352338,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487828,35,-4.715079397571139,-4.715079397571139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487829,36,-4.715079397571139,-4.715079397571139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487830,37,-4.715079397571139,-4.715079397571139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487831,38,-4.715079397571139,-4.715079397571139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487832,39,-4.715079397571139,-4.715079397571139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487833,40,-4.715079397571139,-4.715079397571139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487834,41,-4.715079397571139,-4.715079397571139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487835,42,-4.715079397571139,-4.715079397571139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487836,43,-4.715079397571139,-4.715079397571139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487837,44,-4.715079397571139,-4.715079397571139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487838,45,-4.687273640789939,-4.687273640789939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487839,46,-4.687273640789939,-4.687273640789939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487840,47,-4.687273640789939,-4.687273640789939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487841,48,-4.687273640789939,-4.687273640789939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487842,49,-4.687273640789939,-4.687273640789939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487843,50,-4.687273640789939,-4.687273640789939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487844,51,-4.687273640789939,-4.687273640789939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487845,52,-4.687273640789939,-4.687273640789939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487846,53,-4.687273640789939,-4.687273640789939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487847,54,-4.687273640789939,-4.687273640789939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487848,55,-4.659467884008739,-4.659467884008739,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487849,56,-4.659467884008739,-4.659467884008739,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487850,57,-4.659467884008739,-4.659467884008739,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487851,58,-4.659467884008739,-4.659467884008739,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487852,59,-4.659467884008739,-4.659467884008739,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487853,60,-4.659467884008739,-4.659467884008739,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487854,61,-4.659467884008739,-4.659467884008739,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487855,62,-4.659467884008739,-4.659467884008739,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487856,63,-4.659467884008739,-4.659467884008739,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487857,64,-4.659467884008739,-4.659467884008739,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487858,65,-4.631662127227539,-4.631662127227539,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487859,66,-4.631662127227539,-4.631662127227539,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487860,67,-4.631662127227539,-4.631662127227539,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487861,68,-4.631662127227539,-4.631662127227539,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487862,69,-4.631662127227539,-4.631662127227539,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487863,70,-4.631662127227539,-4.631662127227539,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487864,71,-4.631662127227539,-4.631662127227539,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487865,72,-4.631662127227539,-4.631662127227539,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487866,73,-4.631662127227539,-4.631662127227539,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487867,74,-4.631662127227539,-4.631662127227539,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487868,75,-4.603856370446339,-4.603856370446339,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487869,76,-4.603856370446339,-4.603856370446339,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487870,77,-4.603856370446339,-4.603856370446339,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487871,78,-4.603856370446339,-4.603856370446339,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487872,79,-4.603856370446339,-4.603856370446339,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487873,80,-4.603856370446339,-4.603856370446339,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487874,81,-4.603856370446339,-4.603856370446339,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487875,82,-4.603856370446339,-4.603856370446339,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487876,83,-4.603856370446339,-4.603856370446339,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487877,84,-4.603856370446339,-4.603856370446339,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487878,85,-4.5760506136651395,-4.5760506136651395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487879,86,-4.5760506136651395,-4.5760506136651395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487880,87,-4.5760506136651395,-4.5760506136651395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487881,88,-4.5760506136651395,-4.5760506136651395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487882,89,-4.5760506136651395,-4.5760506136651395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487883,90,-4.5760506136651395,-4.5760506136651395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487884,91,-4.5760506136651395,-4.5760506136651395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487885,92,-4.5760506136651395,-4.5760506136651395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487886,93,-4.5760506136651395,-4.5760506136651395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487887,94,-4.5760506136651395,-4.5760506136651395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487888,95,-4.548244856883939,-4.548244856883939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487889,96,-4.548244856883939,-4.548244856883939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487890,97,-4.548244856883939,-4.548244856883939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487891,98,-4.548244856883939,-4.548244856883939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487892,99,-4.548244856883939,-4.548244856883939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487893,100,-4.548244856883939,-4.548244856883939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487894,101,-4.548244856883939,-4.548244856883939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487895,102,-4.548244856883939,-4.548244856883939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487896,103,-4.548244856883939,-4.548244856883939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487897,104,-4.548244856883939,-4.548244856883939,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487898,105,-4.52043910010274,-4.52043910010274,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487899,106,-4.52043910010274,-4.52043910010274,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487900,107,-4.52043910010274,-4.52043910010274,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487901,108,-4.52043910010274,-4.52043910010274,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487902,109,-4.52043910010274,-4.52043910010274,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487903,110,-4.52043910010274,-4.52043910010274,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487904,111,-4.52043910010274,-4.52043910010274,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487905,112,-4.52043910010274,-4.52043910010274,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487906,113,-4.52043910010274,-4.52043910010274,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487907,114,-4.52043910010274,-4.52043910010274,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487908,115,-4.49263334332154,-4.49263334332154,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487909,116,-4.49263334332154,-4.49263334332154,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487910,117,-4.49263334332154,-4.49263334332154,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487911,118,-4.49263334332154,-4.49263334332154,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487912,119,-4.49263334332154,-4.49263334332154,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487913,120,-4.49263334332154,-4.49263334332154,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487914,121,-4.49263334332154,-4.49263334332154,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487915,122,-4.49263334332154,-4.49263334332154,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487916,123,-4.49263334332154,-4.49263334332154,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487917,124,-4.49263334332154,-4.49263334332154,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487918,125,-4.4648275865403395,-4.4648275865403395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487919,126,-4.4648275865403395,-4.4648275865403395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487920,127,-4.4648275865403395,-4.4648275865403395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487921,128,-4.4648275865403395,-4.4648275865403395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487922,129,-4.4648275865403395,-4.4648275865403395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487923,130,-4.4648275865403395,-4.4648275865403395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487924,131,-4.4648275865403395,-4.4648275865403395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487925,132,-4.4648275865403395,-4.4648275865403395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487926,133,-4.4648275865403395,-4.4648275865403395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487927,134,-4.4648275865403395,-4.4648275865403395,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487928,135,-4.437021829759139,-4.437021829759139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487929,136,-4.437021829759139,-4.437021829759139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487930,137,-4.437021829759139,-4.437021829759139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487931,138,-4.437021829759139,-4.437021829759139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487932,139,-4.437021829759139,-4.437021829759139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487933,140,-4.437021829759139,-4.437021829759139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487934,141,-4.437021829759139,-4.437021829759139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487935,142,-4.437021829759139,-4.437021829759139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487936,143,-4.437021829759139,-4.437021829759139,0.0,True
1760487974.1205916,-4.308780034383138,14.48202133178711,backtracking,-0.6147032448401051,1760487793,1760487974.1205916,181.1205916404724,1760487937,144,-4.437021829759139,-4.437021829759139,0.0,True
