timestamp,elapsed_seconds,datetime,system_time,chronotick_time,chronotick_offset_ms,chronotick_uncertainty_ms,chronotick_confidence,chronotick_source,ntp_offset_ms,ntp_delay_ms,ntp_server,chronotick_error_vs_ntp_ms,system_error_vs_ntp_ms
1760587412.0921874,27188.89506816864,2025-10-15T23:03:32.092187,1760587412.0921874,1760587412.0942037,2.0161904394626617,1.0,0.95,cpu,,,,,
1760587422.094663,27198.897543668747,2025-10-15T23:03:42.094663,1760587422.094663,1760587422.0965343,1.871398533694446,1.0,0.95,cpu,,,,,
1760587432.0970752,27208.89995598793,2025-10-15T23:03:52.097075,1760587432.0970752,1760587432.0984755,1.4002216048538685,1.0,0.95,cpu,,,,,
1760587442.0991154,27218.90199613571,2025-10-15T23:04:02.099115,1760587442.0991154,1760587442.0994117,0.2964532468467951,1.0,0.95,cpu,,,,,
1760587452.1021242,27228.90500497818,2025-10-15T23:04:12.102124,1760587452.1021242,1760587452.100126,-1.9982564263045788,1.0,0.95,cpu,,,,,
1760587462.104314,27238.90719485283,2025-10-15T23:04:22.104314,1760587462.104314,1760587462.1012268,-3.087226301431656,1.0,0.95,cpu,2.4847984313964844,26.314735412597656,pool.ntp.org,-5.57,-2.48
1760587472.1337626,27248.936643362045,2025-10-15T23:04:32.133763,1760587472.1337626,1760587472.132147,-1.615441171452403,1.0,0.95,cpu,,,,,
1760587482.1357214,27258.93860220909,2025-10-15T23:04:42.135721,1760587482.1357214,1760587482.1373765,1.6550386790186167,1.0,0.95,cpu,,,,,
1760587492.1375928,27268.94047355652,2025-10-15T23:04:52.137593,1760587492.1375928,1760587492.1403947,2.8018841985613108,1.0,0.95,cpu,,,,,
1760587502.1393378,27278.9422185421,2025-10-15T23:05:02.139338,1760587502.1393378,1760587502.1422617,2.9240609146654606,1.0,0.95,cpu,,,,,
1760587512.1412482,27288.944128990173,2025-10-15T23:05:12.141248,1760587512.1412482,1760587512.1437473,2.4991147220134735,1.0,0.95,cpu,,,,,
1760587522.1438034,27298.946684122086,2025-10-15T23:05:22.143803,1760587522.1438034,1760587522.1452994,1.4961452689021826,1.0,0.95,cpu,,,,,
1760587532.1459045,27308.948785305023,2025-10-15T23:05:32.145905,1760587532.1459045,1760587532.145333,-0.5714022554457188,1.0,0.95,cpu,,,,,
1760587542.1478992,27318.950779914856,2025-10-15T23:05:42.147899,1760587542.1478992,1760587542.1454852,-2.413928508758545,1.0,0.95,cpu,,,,,
1760587552.1505232,27328.953403949738,2025-10-15T23:05:52.150523,1760587552.1505232,1760587552.1486158,-1.90730148460716,1.0,0.95,cpu,,,,,
1760587562.1524844,27338.95536518097,2025-10-15T23:06:02.152484,1760587562.1524844,1760587562.1526756,0.1912154257297516,1.0,0.95,cpu,1.6486644744873047,58.92801284790039,pool.ntp.org,-1.46,-1.65
1760587572.2148633,27349.01774406433,2025-10-15T23:06:12.214863,1760587572.2148633,1760587572.2176867,2.823426155373454,1.0,0.95,cpu,,,,,
1760587582.2161477,27359.019028425217,2025-10-15T23:06:22.216148,1760587582.2161477,1760587582.2196853,3.537682583555579,1.0,0.95,cpu,,,,,
1760587592.218083,27369.020963668823,2025-10-15T23:06:32.218083,1760587592.218083,1760587592.2214098,3.326951526105404,1.0,0.95,cpu,,,,,
1760587602.2223735,27379.025254249573,2025-10-15T23:06:42.222373,1760587602.2223735,1760587602.2249317,2.5582180824130774,1.0,0.95,cpu,,,,,
1760587612.224861,27389.02774167061,2025-10-15T23:06:52.224861,1760587612.224861,1760587612.2256587,0.7977765053510666,1.0,0.95,cpu,,,,,
1760587622.2273262,27399.030206918716,2025-10-15T23:07:02.227326,1760587622.2273262,1760587622.226174,-1.1521494016051292,1.0,0.95,cpu,,,,,
1760587632.2292862,27409.032166957855,2025-10-15T23:07:12.229286,1760587632.2292862,1760587632.2279558,-1.3302923180162907,1.0,0.95,cpu,,,,,
1760587642.2313905,27419.034271240234,2025-10-15T23:07:22.231390,1760587642.2313905,1760587642.2318559,0.46549877151846886,1.0,0.95,cpu,,,,,
1760587652.2334657,27429.036346435547,2025-10-15T23:07:32.233466,1760587652.2334657,1760587652.2361486,2.682844875380397,1.0,0.95,cpu,,,,,
1760587662.2355845,27439.03846526146,2025-10-15T23:07:42.235584,1760587662.2355845,1760587662.2387319,3.1473326962441206,1.0,0.95,cpu,2.969980239868164,23.824214935302734,pool.ntp.org,0.18,-2.97
